order_id,order_date,brand,category,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,sales_channel,country,customer_income_level,year,month
ORD102668,2026-11-21,Adidas,Basketball,188,15,159.8,2,319.6,Online,USA,High,2026,11
ORD102676,2026-09-26,Puma,Basketball,206,30,144.2,1,144.2,Online,Germany,Medium,2026,9
ORD102682,2025-06-04,Nike,Gym,98,30,68.6,1,68.6,Online,Germany,Medium,2025,6
ORD102686,2026-03-05,New Balance,Gym,72,5,68.4,4,273.6,Online,Pakistan,Medium,2026,3
ORD102688,2025-06-22,ASICS,Gym,173,10,155.7,2,311.4,Retail Store,UK,Low,2025,6
ORD102690,2026-01-14,Puma,Basketball,111,30,77.7,3,233.1,Online,UAE,Medium,2026,1
ORD102691,2026-04-11,New Balance,Lifestyle,176,10,158.4,2,316.8,Retail Store,India,Medium,2026,4
ORD102693,2025-03-05,Nike,Training,137,15,116.45,2,232.9,Retail Store,UAE,Medium,2025,3
ORD102694,2025-02-07,Puma,Running,201,15,170.85,1,170.85,Retail Store,India,Low,2025,2
ORD102696,2025-07-21,Adidas,Basketball,164,5,155.8,3,467.4,Online,UK,High,2025,7
ORD102701,2025-01-18,ASICS,Lifestyle,191,20,152.8,1,152.8,Retail Store,USA,Medium,2025,1
ORD102707,2025-12-03,ASICS,Running,138,10,124.2,3,372.6,Online,UK,High,2025,12
ORD102712,2025-01-30,Puma,Running,88,15,74.8,4,299.2,Online,Germany,Medium,2025,1
ORD102713,2025-06-26,Reebok,Gym,76,5,72.2,2,144.4,Retail Store,UAE,High,2025,6
ORD102714,2025-07-30,ASICS,Running,60,20,48.0,4,192.0,Retail Store,Germany,High,2025,7
ORD102717,2026-02-17,Adidas,Basketball,207,20,165.6,1,165.6,Online,Germany,Medium,2026,2
ORD102727,2026-06-30,New Balance,Lifestyle,145,10,130.5,1,130.5,Online,Germany,Medium,2026,6
ORD102729,2025-09-20,Adidas,Training,138,20,110.4,2,220.8,Retail Store,USA,Low,2025,9
ORD102732,2026-11-06,Reebok,Running,175,15,148.75,4,595.0,Online,Germany,Low,2026,11
ORD102733,2025-03-26,Puma,Lifestyle,154,0,154.0,1,154.0,Retail Store,Germany,High,2025,3
ORD102734,2025-03-27,Reebok,Basketball,175,10,157.5,4,630.0,Retail Store,UK,Low,2025,3
ORD102737,2025-11-13,Nike,Running,176,10,158.4,4,633.6,Retail Store,USA,Medium,2025,11
ORD102754,2025-08-22,ASICS,Gym,68,20,54.4,4,217.6,Retail Store,UAE,Low,2025,8
ORD102755,2026-05-16,ASICS,Training,186,20,148.8,4,595.2,Online,India,Medium,2026,5
ORD102759,2026-08-14,Adidas,Gym,98,15,83.3,3,249.9,Retail Store,India,Medium,2026,8
ORD102761,2025-09-30,Reebok,Training,194,20,155.2,3,465.6,Retail Store,India,Medium,2025,9
ORD102767,2026-10-18,Puma,Gym,89,20,71.2,3,213.6,Retail Store,Germany,High,2026,10
ORD102783,2026-02-07,Nike,Basketball,154,0,154.0,2,308.0,Online,UK,Low,2026,2
ORD102789,2026-05-21,ASICS,Basketball,191,5,181.45,4,725.8,Online,Pakistan,Low,2026,5
ORD102791,2025-04-14,Adidas,Basketball,134,0,134.0,1,134.0,Retail Store,USA,Low,2025,4
ORD102794,2026-07-21,Adidas,Lifestyle,86,10,77.4,2,154.8,Online,Pakistan,High,2026,7
ORD102797,2026-10-10,Reebok,Basketball,108,0,108.0,2,216.0,Retail Store,Pakistan,High,2026,10
ORD102804,2026-11-22,New Balance,Gym,101,30,70.7,2,141.4,Online,Germany,High,2026,11
ORD102807,2025-09-17,Adidas,Basketball,167,0,167.0,1,167.0,Retail Store,Germany,Medium,2025,9
ORD102815,2026-01-02,ASICS,Lifestyle,159,20,127.2,4,508.8,Online,Germany,Medium,2026,1
ORD102819,2025-08-09,Reebok,Training,77,20,61.6,1,61.6,Retail Store,UK,Low,2025,8
ORD102829,2026-12-06,New Balance,Basketball,92,15,78.2,4,312.8,Online,USA,Low,2026,12
ORD102836,2025-10-15,Puma,Running,107,15,90.95,3,272.85,Online,UAE,Low,2025,10
ORD102852,2025-09-16,Puma,Training,62,20,49.6,1,49.6,Retail Store,UK,High,2025,9
ORD102853,2025-01-13,New Balance,Basketball,192,10,172.8,1,172.8,Retail Store,UK,Low,2025,1
ORD102859,2025-07-12,Puma,Basketball,196,0,196.0,3,588.0,Online,Germany,High,2025,7
ORD102871,2026-11-15,Nike,Gym,62,5,58.9,4,235.6,Retail Store,UK,Low,2026,11
ORD102877,2025-02-03,Reebok,Lifestyle,178,10,160.2,2,320.4,Retail Store,UAE,Medium,2025,2
ORD102879,2026-11-30,Reebok,Running,205,0,205.0,2,410.0,Online,UAE,High,2026,11
ORD102881,2025-01-06,Puma,Basketball,113,15,96.05,3,288.15,Online,UAE,Medium,2025,1
ORD102890,2025-05-10,Puma,Lifestyle,131,0,131.0,1,131.0,Retail Store,USA,High,2025,5
ORD102897,2025-12-20,New Balance,Lifestyle,191,20,152.8,2,305.6,Retail Store,Pakistan,Low,2025,12
ORD102918,2025-06-25,Reebok,Gym,125,0,125.0,4,500.0,Retail Store,Germany,High,2025,6
ORD102921,2026-06-18,Adidas,Running,171,10,153.9,2,307.8,Retail Store,Germany,Low,2026,6
ORD102923,2025-01-27,Puma,Running,65,0,65.0,2,130.0,Online,USA,Medium,2025,1
ORD102925,2025-04-09,New Balance,Training,179,5,170.05,3,510.15,Online,USA,High,2025,4
ORD102929,2026-11-23,ASICS,Lifestyle,195,30,136.5,2,273.0,Retail Store,Pakistan,Medium,2026,11
ORD102938,2026-10-25,ASICS,Lifestyle,178,10,160.2,1,160.2,Retail Store,India,Medium,2026,10
ORD102943,2026-03-25,ASICS,Training,184,10,165.6,1,165.6,Online,USA,Low,2026,3
ORD102945,2025-05-24,Reebok,Lifestyle,98,5,93.1,2,186.2,Retail Store,India,High,2025,5
ORD102949,2025-09-03,ASICS,Gym,163,0,163.0,1,163.0,Retail Store,India,Low,2025,9
ORD102951,2026-01-06,Nike,Running,95,15,80.75,3,242.25,Retail Store,UK,Medium,2026,1
ORD102957,2025-09-08,New Balance,Basketball,185,10,166.5,4,666.0,Online,USA,Low,2025,9
ORD102958,2026-12-24,New Balance,Running,69,0,69.0,3,207.0,Online,India,High,2026,12
ORD102972,2025-04-02,Puma,Running,115,15,97.75,2,195.5,Retail Store,Germany,High,2025,4
ORD102979,2025-07-21,ASICS,Lifestyle,192,15,163.2,3,489.6,Retail Store,India,Medium,2025,7
ORD102981,2026-08-29,Reebok,Training,217,20,173.6,4,694.4,Retail Store,Pakistan,Low,2026,8
ORD102984,2025-02-25,Adidas,Basketball,84,20,67.2,4,268.8,Online,India,Medium,2025,2
ORD102991,2026-03-29,Adidas,Running,104,20,83.2,3,249.6,Retail Store,USA,Low,2026,3
ORD102994,2026-07-10,Nike,Running,216,10,194.4,2,388.8,Retail Store,Pakistan,High,2026,7
ORD102998,2025-08-07,Reebok,Running,204,0,204.0,1,204.0,Online,UAE,Medium,2025,8
ORD103000,2026-05-06,Puma,Basketball,148,15,125.8,2,251.6,Retail Store,UK,High,2026,5
ORD103002,2025-03-08,New Balance,Running,95,5,90.25,4,361.0,Online,USA,Low,2025,3
ORD103006,2026-12-27,ASICS,Basketball,101,5,95.95,4,383.8,Online,USA,High,2026,12
ORD103008,2026-07-09,Nike,Lifestyle,213,15,181.05,1,181.05,Retail Store,Germany,Low,2026,7
ORD103013,2025-10-26,Adidas,Lifestyle,187,30,130.9,1,130.9,Retail Store,USA,Medium,2025,10
ORD103025,2025-01-22,Adidas,Lifestyle,63,15,53.55,4,214.2,Online,UK,Medium,2025,1
ORD103026,2025-02-15,Reebok,Training,176,10,158.4,2,316.8,Online,UAE,Medium,2025,2
ORD103033,2025-03-30,Reebok,Training,181,20,144.8,4,579.2,Online,UAE,Low,2025,3
ORD103035,2025-11-14,New Balance,Training,71,15,60.35,1,60.35,Retail Store,Pakistan,Low,2025,11
ORD103039,2026-11-21,ASICS,Running,208,15,176.8,3,530.4,Online,UAE,Low,2026,11
ORD103047,2026-08-19,Puma,Training,104,5,98.8,3,296.4,Retail Store,USA,Medium,2026,8
ORD103051,2026-07-25,ASICS,Gym,109,15,92.65,2,185.3,Online,Germany,Low,2026,7
ORD103054,2026-12-09,ASICS,Basketball,119,30,83.3,2,166.6,Online,Germany,Low,2026,12
ORD103056,2026-02-26,Reebok,Training,194,20,155.2,3,465.6,Online,USA,High,2026,2
ORD103062,2025-08-23,ASICS,Basketball,132,0,132.0,1,132.0,Retail Store,Germany,High,2025,8
ORD103078,2025-04-17,Adidas,Running,106,15,90.1,1,90.1,Retail Store,UK,High,2025,4
ORD103081,2026-08-15,Nike,Lifestyle,80,15,68.0,4,272.0,Online,UAE,Medium,2026,8
ORD103086,2025-04-16,ASICS,Gym,193,30,135.1,1,135.1,Retail Store,Germany,Low,2025,4
ORD103088,2026-01-18,Nike,Lifestyle,185,0,185.0,3,555.0,Retail Store,India,High,2026,1
ORD103089,2025-09-18,New Balance,Gym,116,15,98.6,4,394.4,Retail Store,USA,High,2025,9
ORD103095,2025-07-20,Nike,Running,80,0,80.0,1,80.0,Online,UAE,High,2025,7
ORD103111,2026-11-01,Adidas,Basketball,202,30,141.4,4,565.6,Online,Pakistan,Medium,2026,11
ORD103123,2026-11-03,Reebok,Training,189,20,151.2,3,453.6,Online,Pakistan,Medium,2026,11
ORD103124,2025-05-24,New Balance,Running,206,10,185.4,1,185.4,Online,UK,Medium,2025,5
ORD103128,2025-09-24,ASICS,Gym,193,30,135.1,4,540.4,Online,UK,High,2025,9
ORD103130,2026-10-28,ASICS,Lifestyle,170,5,161.5,2,323.0,Online,USA,Medium,2026,10
ORD103139,2026-06-23,Reebok,Lifestyle,60,5,57.0,3,171.0,Retail Store,UK,Medium,2026,6
ORD103144,2026-04-26,ASICS,Lifestyle,211,10,189.9,1,189.9,Retail Store,USA,High,2026,4
ORD103163,2026-08-12,New Balance,Running,121,15,102.85,1,102.85,Online,UAE,High,2026,8
ORD103189,2026-11-15,Reebok,Basketball,65,20,52.0,2,104.0,Retail Store,India,Low,2026,11
ORD103193,2025-05-16,Adidas,Gym,197,30,137.9,4,551.6,Retail Store,USA,Low,2025,5
ORD103198,2026-01-21,Puma,Training,103,15,87.55,4,350.2,Online,Pakistan,High,2026,1
ORD103200,2026-06-26,Nike,Lifestyle,195,10,175.5,3,526.5,Retail Store,UK,Medium,2026,6
ORD103202,2026-11-22,Nike,Lifestyle,199,15,169.15,1,169.15,Retail Store,Germany,Medium,2026,11
ORD103207,2025-11-27,Nike,Basketball,124,15,105.4,2,210.8,Online,UK,Low,2025,11
ORD103218,2026-07-28,Puma,Lifestyle,148,15,125.8,3,377.4,Retail Store,UK,High,2026,7
ORD103224,2025-12-18,Adidas,Gym,114,20,91.2,4,364.8,Online,UAE,Medium,2025,12
ORD103239,2025-02-16,Adidas,Running,80,15,68.0,4,272.0,Online,India,Medium,2025,2
ORD103242,2025-11-03,Nike,Training,80,15,68.0,4,272.0,Retail Store,USA,Medium,2025,11
ORD103252,2025-02-12,Puma,Basketball,68,10,61.2,2,122.4,Retail Store,USA,High,2025,2
ORD103259,2026-04-11,Puma,Lifestyle,146,30,102.2,1,102.2,Retail Store,USA,Medium,2026,4
ORD103260,2025-01-16,Adidas,Running,106,15,90.1,2,180.2,Online,Germany,High,2025,1
ORD103262,2026-04-08,ASICS,Basketball,155,5,147.25,1,147.25,Retail Store,Pakistan,Medium,2026,4
ORD103268,2025-10-29,Reebok,Basketball,200,15,170.0,4,680.0,Retail Store,UK,Medium,2025,10
ORD103273,2025-11-29,Nike,Training,194,20,155.2,1,155.2,Retail Store,USA,Medium,2025,11
ORD103274,2026-10-08,ASICS,Running,199,0,199.0,3,597.0,Online,India,Medium,2026,10
ORD103282,2025-12-28,New Balance,Gym,90,30,63.0,1,63.0,Retail Store,USA,Medium,2025,12
ORD103284,2025-10-29,New Balance,Running,90,30,63.0,2,126.0,Retail Store,USA,Low,2025,10
ORD103286,2025-11-08,Adidas,Running,151,20,120.8,4,483.2,Online,Germany,Medium,2025,11
ORD103289,2025-08-05,Reebok,Lifestyle,86,0,86.0,4,344.0,Retail Store,Pakistan,Medium,2025,8
ORD103291,2025-12-17,New Balance,Gym,117,20,93.6,4,374.4,Retail Store,USA,Medium,2025,12
ORD103297,2025-10-20,New Balance,Basketball,163,20,130.4,1,130.4,Online,Pakistan,Low,2025,10
ORD103298,2026-10-24,ASICS,Gym,168,20,134.4,4,537.6,Online,UAE,Medium,2026,10
ORD103301,2026-05-21,ASICS,Running,68,5,64.6,4,258.4,Retail Store,Pakistan,Medium,2026,5
ORD103321,2025-08-02,Nike,Gym,205,0,205.0,3,615.0,Online,UAE,Medium,2025,8
ORD103322,2025-07-23,Puma,Lifestyle,120,10,108.0,2,216.0,Retail Store,India,High,2025,7
ORD103324,2026-11-08,New Balance,Training,195,30,136.5,1,136.5,Online,Germany,Medium,2026,11
ORD103333,2025-08-16,Reebok,Running,215,5,204.25,1,204.25,Retail Store,USA,Medium,2025,8
ORD103334,2026-02-18,Nike,Training,126,15,107.1,1,107.1,Online,UK,Low,2026,2
ORD103345,2025-05-05,ASICS,Training,103,5,97.85,3,293.55,Online,India,Medium,2025,5
ORD103348,2025-08-05,ASICS,Basketball,216,20,172.8,4,691.2,Retail Store,India,High,2025,8
ORD103353,2026-02-15,ASICS,Basketball,146,20,116.8,2,233.6,Retail Store,Germany,High,2026,2
ORD103355,2025-03-11,New Balance,Lifestyle,83,30,58.1,2,116.2,Online,UK,High,2025,3
ORD103356,2025-10-22,Reebok,Training,133,20,106.4,3,319.2,Retail Store,UAE,Low,2025,10
ORD103360,2026-06-29,Puma,Training,149,20,119.2,2,238.4,Online,India,Medium,2026,6
ORD103365,2025-10-26,ASICS,Gym,191,5,181.45,3,544.35,Online,Germany,Low,2025,10
ORD103370,2025-02-24,Adidas,Lifestyle,203,20,162.4,1,162.4,Retail Store,Pakistan,Medium,2025,2
ORD103382,2026-03-13,Reebok,Gym,98,0,98.0,3,294.0,Online,Pakistan,High,2026,3
ORD103383,2025-04-11,Reebok,Running,209,30,146.3,4,585.2,Online,UAE,High,2025,4
ORD103385,2026-07-29,Nike,Running,69,10,62.1,4,248.4,Online,Pakistan,High,2026,7
ORD103398,2026-07-12,ASICS,Training,171,5,162.45,1,162.45,Retail Store,India,Medium,2026,7
ORD103401,2026-02-15,Adidas,Running,102,30,71.4,2,142.8,Online,UK,Medium,2026,2
ORD103405,2025-07-31,New Balance,Basketball,216,15,183.6,3,550.8,Retail Store,UAE,High,2025,7
ORD103409,2026-11-10,Puma,Lifestyle,171,15,145.35,3,436.05,Online,UK,Medium,2026,11
ORD103410,2025-09-30,Reebok,Lifestyle,147,5,139.65,4,558.6,Retail Store,Germany,Medium,2025,9
ORD103411,2026-02-02,New Balance,Training,120,15,102.0,4,408.0,Online,USA,High,2026,2
ORD103416,2026-09-14,Puma,Training,166,20,132.8,3,398.4,Retail Store,UK,Medium,2026,9
ORD103417,2026-06-08,Puma,Basketball,125,10,112.5,3,337.5,Online,Germany,Low,2026,6
ORD103418,2026-10-01,Adidas,Gym,161,0,161.0,3,483.0,Retail Store,USA,Low,2026,10
ORD103419,2025-07-18,New Balance,Basketball,147,0,147.0,3,441.0,Retail Store,India,Medium,2025,7
ORD103420,2025-04-25,Puma,Training,100,10,90.0,2,180.0,Online,USA,Medium,2025,4
ORD103424,2025-05-14,New Balance,Running,134,20,107.2,3,321.6,Retail Store,India,High,2025,5
ORD103426,2025-08-15,Reebok,Basketball,139,20,111.2,3,333.6,Retail Store,UAE,High,2025,8
ORD103429,2025-06-16,ASICS,Gym,120,15,102.0,4,408.0,Online,USA,Low,2025,6
ORD103443,2026-08-15,Nike,Lifestyle,116,0,116.0,1,116.0,Retail Store,Pakistan,High,2026,8
ORD103449,2025-04-10,ASICS,Training,100,30,70.0,2,140.0,Retail Store,UAE,Low,2025,4
ORD103456,2025-04-06,Nike,Lifestyle,106,30,74.2,3,222.6,Online,UK,Medium,2025,4
ORD103458,2025-01-19,Reebok,Lifestyle,129,10,116.1,4,464.4,Online,UAE,High,2025,1
ORD103466,2025-10-08,Nike,Gym,76,10,68.4,4,273.6,Online,Pakistan,Low,2025,10
ORD103468,2026-02-14,Reebok,Running,178,15,151.3,3,453.9,Online,UK,Medium,2026,2
ORD103469,2025-05-22,Puma,Training,208,0,208.0,1,208.0,Retail Store,USA,High,2025,5
ORD103472,2025-12-14,New Balance,Running,157,15,133.45,4,533.8,Retail Store,UK,Low,2025,12
ORD103481,2025-07-12,ASICS,Running,72,30,50.4,3,151.2,Retail Store,UAE,Medium,2025,7
ORD103482,2025-11-08,Puma,Lifestyle,99,20,79.2,1,79.2,Online,USA,High,2025,11
ORD103483,2026-10-28,Nike,Gym,74,15,62.9,2,125.8,Retail Store,UAE,Medium,2026,10
ORD103485,2026-10-13,Nike,Training,182,0,182.0,4,728.0,Online,USA,High,2026,10
ORD103486,2025-02-28,ASICS,Basketball,125,5,118.75,2,237.5,Retail Store,USA,High,2025,2
ORD103488,2026-12-26,ASICS,Training,188,5,178.6,3,535.8,Retail Store,Germany,High,2026,12
ORD103489,2025-08-25,Adidas,Lifestyle,147,5,139.65,2,279.3,Online,USA,High,2025,8
ORD103491,2026-12-27,Reebok,Basketball,130,15,110.5,3,331.5,Retail Store,USA,High,2026,12
ORD103493,2025-11-09,Puma,Training,201,0,201.0,2,402.0,Retail Store,India,Low,2025,11
ORD103498,2026-02-25,Adidas,Training,212,20,169.6,4,678.4,Online,India,High,2026,2
ORD103502,2026-04-19,ASICS,Basketball,169,5,160.55,1,160.55,Online,USA,High,2026,4
ORD103507,2025-01-13,Nike,Basketball,210,20,168.0,3,504.0,Online,UK,Low,2025,1
ORD103509,2025-07-25,Reebok,Gym,168,5,159.6,2,319.2,Online,UAE,Low,2025,7
ORD103511,2026-07-10,Nike,Lifestyle,61,0,61.0,3,183.0,Retail Store,India,High,2026,7
ORD103512,2025-08-16,ASICS,Running,190,10,171.0,1,171.0,Online,Pakistan,Medium,2025,8
ORD103514,2025-10-13,Nike,Basketball,140,30,98.0,3,294.0,Online,Pakistan,High,2025,10
ORD103516,2026-06-17,Adidas,Running,80,10,72.0,1,72.0,Online,Germany,Medium,2026,6
ORD103524,2025-06-26,Nike,Lifestyle,115,5,109.25,2,218.5,Retail Store,UAE,Low,2025,6
ORD103525,2026-12-27,Nike,Training,157,5,149.15,1,149.15,Online,USA,Low,2026,12
ORD103529,2026-12-02,New Balance,Lifestyle,106,10,95.4,1,95.4,Online,UK,Medium,2026,12
ORD103532,2025-06-11,Adidas,Running,112,20,89.6,2,179.2,Retail Store,Germany,High,2025,6
ORD103533,2026-04-29,ASICS,Running,108,30,75.6,3,226.8,Online,Germany,Low,2026,4
ORD103534,2025-10-01,New Balance,Gym,80,5,76.0,1,76.0,Online,UK,Medium,2025,10
ORD103541,2026-02-02,New Balance,Training,161,15,136.85,4,547.4,Online,India,Low,2026,2
ORD103543,2026-05-08,ASICS,Basketball,217,20,173.6,4,694.4,Retail Store,India,Medium,2026,5
ORD103544,2026-07-29,Reebok,Running,130,5,123.5,1,123.5,Retail Store,UAE,Medium,2026,7
ORD103549,2026-11-08,ASICS,Training,205,30,143.5,4,574.0,Retail Store,India,Medium,2026,11
ORD103552,2026-07-23,Adidas,Lifestyle,185,20,148.0,2,296.0,Online,India,Low,2026,7
ORD103578,2025-09-06,Reebok,Basketball,114,15,96.9,3,290.7,Online,UAE,High,2025,9
ORD103581,2025-11-30,Nike,Running,147,20,117.6,1,117.6,Retail Store,UAE,Low,2025,11
ORD103583,2025-05-26,Reebok,Gym,87,20,69.6,4,278.4,Retail Store,UAE,Medium,2025,5
ORD103587,2025-10-28,ASICS,Gym,205,5,194.75,4,779.0,Online,Pakistan,Low,2025,10
ORD103588,2025-07-13,ASICS,Basketball,120,10,108.0,4,432.0,Online,UAE,High,2025,7
ORD103589,2025-05-12,ASICS,Training,104,0,104.0,3,312.0,Retail Store,India,Low,2025,5
ORD103598,2026-05-01,Puma,Running,61,5,57.95,1,57.95,Online,Germany,Low,2026,5
ORD103600,2026-03-21,Puma,Training,205,5,194.75,3,584.25,Online,Pakistan,High,2026,3
ORD103606,2025-11-22,ASICS,Basketball,95,0,95.0,1,95.0,Retail Store,Pakistan,Medium,2025,11
ORD103612,2026-09-27,Nike,Gym,164,0,164.0,3,492.0,Retail Store,India,High,2026,9
ORD103615,2025-01-29,ASICS,Gym,95,5,90.25,2,180.5,Retail Store,USA,Low,2025,1
ORD103625,2026-10-24,Reebok,Basketball,85,10,76.5,4,306.0,Online,India,Low,2026,10
ORD103636,2025-08-22,ASICS,Lifestyle,207,20,165.6,4,662.4,Online,India,Medium,2025,8
ORD103638,2026-11-20,New Balance,Running,166,5,157.7,1,157.7,Retail Store,USA,Low,2026,11
ORD103640,2026-05-06,New Balance,Training,172,15,146.2,2,292.4,Retail Store,India,Low,2026,5
ORD103641,2025-06-23,New Balance,Basketball,77,0,77.0,2,154.0,Online,UK,High,2025,6
ORD103644,2025-05-28,Reebok,Running,85,30,59.5,3,178.5,Online,USA,Medium,2025,5
ORD103645,2025-02-19,Reebok,Basketball,201,20,160.8,4,643.2,Online,Germany,Medium,2025,2
ORD103655,2025-11-03,Nike,Running,135,30,94.5,4,378.0,Retail Store,UK,Low,2025,11
ORD103656,2025-04-26,Nike,Lifestyle,216,20,172.8,4,691.2,Online,Germany,Low,2025,4
ORD103659,2026-11-25,Reebok,Basketball,133,15,113.05,1,113.05,Online,UAE,Medium,2026,11
ORD103660,2025-04-25,Puma,Gym,86,30,60.2,3,180.6,Retail Store,UK,Medium,2025,4
ORD103662,2025-04-11,Nike,Lifestyle,202,15,171.7,2,343.4,Online,India,Low,2025,4
ORD103664,2026-08-21,Puma,Basketball,98,15,83.3,4,333.2,Retail Store,UK,High,2026,8
ORD103668,2025-08-16,Adidas,Basketball,139,0,139.0,2,278.0,Online,UK,Medium,2025,8
ORD103671,2025-05-03,Reebok,Lifestyle,69,0,69.0,2,138.0,Online,India,Medium,2025,5
ORD103677,2025-02-25,New Balance,Training,151,15,128.35,3,385.05,Retail Store,USA,High,2025,2
ORD103682,2026-08-10,Nike,Running,154,20,123.2,3,369.6,Retail Store,USA,Medium,2026,8
ORD103687,2026-09-22,Adidas,Basketball,172,30,120.4,4,481.6,Retail Store,UAE,High,2026,9
ORD103695,2026-12-01,Reebok,Gym,129,20,103.2,1,103.2,Online,UAE,High,2026,12
ORD103696,2026-04-23,Reebok,Lifestyle,199,10,179.1,1,179.1,Online,India,Low,2026,4
ORD103699,2025-07-12,Reebok,Basketball,63,10,56.7,1,56.7,Online,Germany,Medium,2025,7
ORD103703,2025-02-09,New Balance,Gym,136,30,95.2,3,285.6,Online,Germany,Low,2025,2
ORD103704,2026-09-13,Reebok,Gym,115,15,97.75,1,97.75,Retail Store,Germany,High,2026,9
ORD103712,2026-02-12,Nike,Training,171,15,145.35,1,145.35,Online,USA,Low,2026,2
ORD103715,2026-07-20,Reebok,Training,161,10,144.9,2,289.8,Retail Store,UK,High,2026,7
ORD103717,2025-08-24,Nike,Training,65,10,58.5,1,58.5,Retail Store,USA,Low,2025,8
ORD103718,2025-06-21,ASICS,Lifestyle,67,10,60.3,2,120.6,Retail Store,India,Medium,2025,6
ORD103726,2025-06-22,Adidas,Gym,100,10,90.0,2,180.0,Online,UK,High,2025,6
ORD103727,2025-10-26,Adidas,Lifestyle,135,30,94.5,2,189.0,Retail Store,Germany,Medium,2025,10
ORD103731,2025-02-19,ASICS,Basketball,145,10,130.5,3,391.5,Retail Store,UK,High,2025,2
ORD103740,2025-06-10,ASICS,Training,74,30,51.8,3,155.4,Retail Store,UAE,High,2025,6
ORD103749,2025-12-26,Reebok,Running,88,5,83.6,4,334.4,Online,UAE,Medium,2025,12
ORD103753,2026-03-15,Nike,Lifestyle,61,30,42.7,3,128.1,Retail Store,Pakistan,Low,2026,3
ORD103757,2026-04-18,Reebok,Basketball,104,15,88.4,4,353.6,Retail Store,Germany,Low,2026,4
ORD103764,2026-06-02,ASICS,Lifestyle,207,30,144.9,1,144.9,Retail Store,Pakistan,High,2026,6
ORD103775,2025-10-15,Reebok,Basketball,183,0,183.0,3,549.0,Retail Store,UK,Low,2025,10
ORD103779,2026-04-17,New Balance,Basketball,217,15,184.45,4,737.8,Retail Store,Germany,High,2026,4
ORD103781,2026-09-30,New Balance,Running,219,20,175.2,1,175.2,Online,UK,Medium,2026,9
ORD103782,2026-04-11,Adidas,Running,92,5,87.4,4,349.6,Online,Pakistan,Low,2026,4
ORD103787,2026-05-12,Adidas,Gym,212,10,190.8,1,190.8,Retail Store,Germany,High,2026,5
ORD103789,2025-03-01,Nike,Gym,141,0,141.0,1,141.0,Online,USA,Medium,2025,3
ORD103795,2025-01-02,ASICS,Running,189,5,179.55,2,359.1,Retail Store,Germany,Low,2025,1
ORD103799,2026-12-09,New Balance,Basketball,209,30,146.3,2,292.6,Retail Store,UAE,High,2026,12
ORD103806,2025-05-18,Adidas,Lifestyle,153,0,153.0,3,459.0,Online,USA,Low,2025,5
ORD103809,2026-02-27,Nike,Lifestyle,117,30,81.9,1,81.9,Online,USA,Medium,2026,2
ORD103811,2026-11-26,New Balance,Gym,93,15,79.05,4,316.2,Online,USA,High,2026,11
ORD103815,2026-01-07,ASICS,Gym,95,5,90.25,2,180.5,Retail Store,Pakistan,High,2026,1
ORD103821,2026-03-31,New Balance,Gym,107,5,101.65,3,304.95,Retail Store,Pakistan,High,2026,3
ORD103822,2025-09-26,New Balance,Running,118,30,82.6,1,82.6,Online,Pakistan,High,2025,9
ORD103836,2026-07-25,Reebok,Gym,133,0,133.0,2,266.0,Online,USA,Low,2026,7
ORD103840,2025-09-08,New Balance,Running,71,15,60.35,3,181.05,Retail Store,Germany,Low,2025,9
ORD103843,2025-05-30,Nike,Lifestyle,70,5,66.5,1,66.5,Online,UK,Low,2025,5
ORD103848,2025-11-13,ASICS,Running,67,5,63.65,3,190.95,Online,Pakistan,Low,2025,11
ORD103849,2025-10-14,ASICS,Lifestyle,196,30,137.2,1,137.2,Online,India,Low,2025,10
ORD103853,2025-11-07,New Balance,Basketball,100,20,80.0,4,320.0,Retail Store,UK,Low,2025,11
ORD103854,2026-06-03,Adidas,Lifestyle,155,15,131.75,2,263.5,Online,USA,High,2026,6
ORD103857,2025-10-30,Nike,Running,85,15,72.25,3,216.75,Online,Germany,High,2025,10
ORD103861,2026-12-30,Reebok,Running,64,20,51.2,4,204.8,Online,UK,High,2026,12
ORD103867,2025-07-24,Puma,Basketball,89,20,71.2,3,213.6,Retail Store,UAE,Low,2025,7
ORD103872,2025-07-18,Adidas,Training,134,15,113.9,3,341.7,Online,Pakistan,Medium,2025,7
ORD103876,2026-03-03,Nike,Gym,94,30,65.8,2,131.6,Retail Store,Pakistan,Medium,2026,3
ORD103878,2025-01-13,Reebok,Running,144,5,136.8,3,410.4,Retail Store,India,High,2025,1
ORD103885,2025-08-03,Reebok,Training,173,20,138.4,4,553.6,Retail Store,Pakistan,Medium,2025,8
ORD103889,2025-10-14,Nike,Basketball,71,0,71.0,3,213.0,Online,India,High,2025,10
ORD103891,2026-04-24,Nike,Running,143,10,128.7,2,257.4,Online,Pakistan,Medium,2026,4
ORD103892,2026-09-16,ASICS,Basketball,96,30,67.2,3,201.6,Online,Germany,Low,2026,9
ORD103900,2026-08-05,New Balance,Training,77,30,53.9,4,215.6,Retail Store,USA,Medium,2026,8
ORD103908,2026-02-17,Puma,Training,143,5,135.85,2,271.7,Retail Store,Pakistan,Medium,2026,2
ORD103911,2025-01-01,Reebok,Running,114,15,96.9,1,96.9,Retail Store,UK,High,2025,1
